scenario_id,flags,instruction,constraints_present,fixture_entities,claude_verdict,claude_note,author_verdict(COVERED/CONFIRMED_GAP/AMBIGUOUS),author_note,split,cell,yaml_path,final
NLEB-EX-CU-010,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Breaking' at 5s with duration 3 seconds. / Set the caption's font size to 48 for emphasis. Keep the caption. / Slow video_clip_2 to 0.5x to match the dramatic moment. Preserve everything.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Breaking""}) 
[required] duration_equals({""entity"": ""$new_caption_1"", ""value"": 3.0}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 48}) 
[required] attribute_equals({""entity"": ""video_clip_2"", ""field"": ""speed"", ""value"": 0.5}) 
[required] unchanged_except({""changed"": [""$new_caption_1"", ""video_clip_2""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Duration 3s COVERED by duration_equals; but 'at 5s' caption start has no position_equals. Time aspect unchecked -> gap.,,,dev,explicit/cumulative,feasible/explicit/cumulative/dev/NLEB-EX-CU-010.yaml,
NLEB-EX-CU-011,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Scene 1' at 0s. / Set its color to yellow. Keep the text.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Scene 1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_color"", ""value"": ""#FFFF00""}) 
[required] unchanged_except({""changed"": [""$new_caption_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"caption Scene 1 at 0s' normative; text/color checked, 0s position not (position_equals available). Gap.",,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-011.yaml,
NLEB-EX-CU-023,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Chapter 2' at 30s. / Set font size to 48 and color to white. / Apply a fade-in effect to the caption. Preserve all changes.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Chapter 2""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 48}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_color"", ""value"": ""#FFFFFF""}) 
[required] has_effect({""entity"": ""$new_caption_1"", ""effect_type"": ""fade_in""}) 
[required] unchanged_except({""changed"": [""$new_caption_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,caption Chapter 2 at 30s' normative; text/size/color/effect checked but 30s position not (position_equals available). Gap.,,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-023.yaml,
NLEB-EX-CU-036,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Act II' at 15s. / Apply a fade-in effect to the caption. Keep the caption. / Speed video_clip_2 to 1.5x. Preserve the caption and effect. / Add a cross-dissolve between video_clip_1 and video_clip_2. Preserve everything.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Act II""}) 
[required] has_effect({""entity"": ""$new_caption_1"", ""effect_type"": ""fade_in""}) 
[required] attribute_equals({""entity"": ""video_clip_2"", ""field"": ""speed"", ""value"": 1.5}) 
[required] entity_exists({""entity"": ""$new_transition_1""}) 
[required] unchanged_except({""changed"": [""$new_caption_1"", ""video_clip_2"", ""$new_transition_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"caption Act II at 15s' normative; text/effect checked, 15s position not (position_equals available). Gap.",,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-036.yaml,
NLEB-EX-DE-005,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption saying 'Chapter 1' at timeline 0s. / Change its font size to 48 and color to white.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Chapter 1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 48}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_color"", ""value"": ""#FFFFFF""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"caption Chapter 1 at timeline 0s' normative; text/size/color checked, 0s position not (position_equals available). Gap.",,,dev,explicit/dependent,feasible/explicit/dependent/dev/NLEB-EX-DE-005.yaml,
NLEB-EX-DE-013,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Breaking News' at 10s and set its font size to 48 with a red color for emphasis.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Breaking News""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 48}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_color"", ""value"": ""#FF0000""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,caption ... at 10s' normative; text/font_size/font_color checked via attribute_equals but caption start time unchecked; position_equals(10s) missing.,,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-013.yaml,
NLEB-EX-DE-015,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Create a new caption track and place a subtitle 'Scene 2' on it at 5s.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Scene 2""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"place a subtitle ... at 5s' normative; only entity_exists(track,caption)+text attribute_equals; no position_equals(5s) for caption timing.",,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-015.yaml,
NLEB-EX-DE-023,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,"Add a caption 'Interview' at 0s. / Set its font to bold, size 36, then apply a fade-in effect to it.","[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Interview""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 36}) 
[required] has_effect({""entity"": ""$new_caption_1"", ""effect_type"": ""fade_in""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,caption Interview at 0s' normative; text/font_size/fade_in checked but caption start time unchecked; position_equals(0s) missing.,,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-023.yaml,
NLEB-EX-DE-039,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Create a new video track. / Add a title card clip from av_media_1 on it at 0s. / Add a caption 'Episode 1' over the title card and link them.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Episode 1""}) 
[required] has_link({""clip_ids"": [""$new_clip_1"", ""$new_caption_1""]})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"Add a title card clip ... at 0s' normative; track/clip/caption existence, text, has_link checked but clip start time unchecked; position_equals(0s) missing.",,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-039.yaml,
NLEB-ST-AT-029,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Highlight' at the start time of the longest video clip. / Mute the background music audio clip.,"[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Highlight""}) 
[required] attribute_equals({""entity"": ""audio_clip_4"", ""field"": ""audio.muted"", ""value"": true})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"caption at the start time of the longest video clip' normative, fixture-derivable (vc2 starts at 5s); text/mute checked but no position_equals(5s) on $new_caption_1.",,,test,state/atomic,feasible/state/atomic/test/NLEB-ST-AT-029.yaml,
NLEB-EX-CO-006,time_mention_without_time_constraint;duration_mention_without_duration_constraint,Create a new video track called 'overlay_track' and add a clip from av_media_2 at position 0.0s with duration 3.0s on it.,"[required] entity_exists({""type"": ""track"", ""where"": {""field"": ""name"", ""value"": ""overlay_track""}}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,at position 0.0s with duration 3.0s' both normative; only track-name entity_exists + entity_count_changed — clip position and duration unchecked. position_equals/duration_equals available.,,,dev,explicit/compound,feasible/explicit/compound/dev/NLEB-EX-CO-006.yaml,
NLEB-EX-CO-015,time_mention_without_time_constraint;duration_mention_without_duration_constraint,Remove video_clip_2 and add a new clip from av_media_3 at position 2.0s with duration 4.0s on video_track_1.,"[required] entity_not_exists({""entity"": ""video_clip_2""}) 
[required] entity_count({""type"": ""video_clip"", ""expected"": 3})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,at position 2.0s with duration 4.0s' both normative; only entity_not_exists + entity_count — new clip position and duration unchecked. position_equals/duration_equals available.,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-015.yaml,
NLEB-EX-CO-023,time_mention_without_time_constraint;duration_mention_without_duration_constraint,"Add a new audio track called 'sfx_track', add a clip from av_media_2 at 1.0s with duration 2.0s on it, and add a fade-in effect to that new clip.","[required] entity_exists({""type"": ""track"", ""where"": {""field"": ""name"", ""value"": ""sfx_track""}}) 
[required] entity_count_changed({""type"": ""audio_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""fade_in""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"at 1.0s with duration 2.0s' both normative; track name, count, and fade-in checked — new clip position and duration unchecked. position_equals/duration_equals available.",,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-023.yaml,
NLEB-EX-CO-025,time_mention_without_time_constraint;duration_mention_without_duration_constraint,"Remove video_clip_2 and video_clip_4, then add a new clip from av_media_1 at position 3.0s with duration 5.0s on video_track_1.","[required] entity_not_exists({""entity"": ""video_clip_2""}) 
[required] entity_not_exists({""entity"": ""video_clip_4""}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""decrease""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,at position 3.0s with duration 5.0s' both normative; only entity_not_exists x2 + count decrease — new clip position and duration unchecked (no check the new clip exists at all).,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-025.yaml,
NLEB-EX-CO-029,time_mention_without_time_constraint;duration_mention_without_duration_constraint,"Import 'overlay.png' as new media, add a clip from it at 1.0s with duration 2.0s on video_track_1, and add a fade-out effect to the new clip.","[required] entity_exists({""type"": ""media"", ""where"": {""field"": ""name"", ""value"": ""overlay.png""}}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""fade_out""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"at 1.0s with duration 2.0s' normative; no position_equals/duration_equals on $new_clip_1 (only entity_count_changed + has_effect). Checkable, unchecked.",,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-029.yaml,
NLEB-EX-CO-030,time_mention_without_time_constraint;duration_mention_without_duration_constraint,"Remove audio_track_2, create a new audio track called 'voiceover', and add a clip from av_media_1 at 0.0s with duration 10.0s on it.","[required] entity_not_exists({""entity"": ""audio_track_2""}) 
[required] entity_exists({""type"": ""track"", ""where"": {""field"": ""name"", ""value"": ""voiceover""}}) 
[required] entity_count_changed({""type"": ""audio_clip"", ""direction"": ""any""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"at 0.0s with duration 10.0s' normative; only entity_count_changed(audio_clip, any) — no position_equals/duration_equals on new clip. Both gaps.",,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-030.yaml,
NLEB-EX-CO-037,time_mention_without_time_constraint;duration_mention_without_duration_constraint,Unlink video_clip_2 from audio_clip_2. Remove video_clip_2. Remove audio_clip_2. Add a new video clip from av_media_1 at 2.0s with duration 3.0s on video_track_1. Link the new clip with audio_clip_4.,"[required] entity_not_exists({""entity"": ""video_clip_2""}) 
[required] entity_not_exists({""entity"": ""audio_clip_2""}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""any""}) 
[required] has_link({""clip_ids"": [""$new_clip_1"", ""audio_clip_4""]})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,at 2.0s with duration 3.0s on video_track_1' normative; only entity_count_changed(any) + has_link on new clip — no position_equals/duration_equals. Both gaps.,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-037.yaml,
NLEB-EX-CO-038,time_mention_without_time_constraint;duration_mention_without_duration_constraint,"Create a bin called 'Assets', import 'interview.mp4', add a clip from it at 5.0s with duration 8.0s on video_track_1, add a brightness effect to the clip, set the clip's scale to 0.9, and add a caption 'Interview' at 5.0s.","[required] entity_exists({""type"": ""bin"", ""where"": {""field"": ""name"", ""value"": ""Assets""}}) 
[required] entity_exists({""type"": ""media"", ""where"": {""field"": ""name"", ""value"": ""interview.mp4""}}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""brightness""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""transform.scale_x"", ""value"": 0.9}) 
[required] entity_exists({""type"": ""caption"", ""where"": {""field"": ""text"", ""value"": ""Interview""}})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,at 5.0s with duration 8.0s' clip and 'caption Interview at 5.0s': no position_equals/duration_equals on $new_clip_1; caption checked by text only. Unchecked.,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-038.yaml,
NLEB-EX-CO-040,time_mention_without_time_constraint;duration_mention_without_duration_constraint,"Create a video track 'composite', add a clip from bin_media at 0.0s for 3.0s, and add another clip from bin_media at 3.0s for 4.0s on it. / Link the first new clip with ac_1, add a cross-dissolve transition between the two new clips with duration 0.5s, and add a blur effect to the second new clip.","[required] entity_exists({""type"": ""track"", ""where"": {""field"": ""name"", ""value"": ""composite""}}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_link({""clip_ids"": [""$new_clip_1"", ""ac_1""]}) 
[required] has_transition({""between"": [""$new_clip_1"", ""$new_clip_2""], ""type"": ""cross_dissolve""}) 
[required] has_effect({""entity"": ""$new_clip_2"", ""effect_type"": ""blur""})","V1: vc_1(0-10s), vc_2(10-25s), vc_3(25-40s) | A1: ac_1(0-10s), ac_2(10-25s), ac_3(25-40s) | Caption Track 1: cc_1(1-4s), cc_2(5-9s), cc_3(12-18s), cc_4(30-35s) | V1: vc_4(0-25s), vc_5(25-40s) | A1: ac_4(0-25s), ac_5(25-40s) | V1: vc_6(0-15s), vc_7(15-25s) | A1: ac_6(0-15s), ac_7(15-25s)",CONFIRMED_GAP,at 0.0s for 3.0s' / 'at 3.0s for 4.0s' clips + transition 'duration 0.5s': no position_equals/duration_equals anywhere; transition duration unchecked.,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-040.yaml,
NLEB-ST-AT-035,time_mention_without_time_constraint;duration_mention_without_duration_constraint,Remove the transition nearest the end of the timeline. / Add a 2-second black clip after the last video clip on V1. / Lower the second audio clip's volume by 3 dB.,"[required] entity_count_changed({""type"": ""transition"", ""direction"": ""decrease""}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] attribute_changed({""entity"": ""ac_2"", ""field"": ""audio.volume"", ""direction"": ""decrease""})","V1: vc_1(0-5s), vc_2(5-10s) | A1: ac_1(0-5s), ac_2(5-10s)",CONFIRMED_GAP,2-second black clip after the last video clip on V1' normative; only entity_count_changed(increase); duration_equals(2s) and position/order check both missing.,,,test,state/atomic,feasible/state/atomic/test/NLEB-ST-AT-035.yaml,
NLEB-EX-AT-023,time_mention_without_time_constraint;duration_mention_without_duration_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Scene 2' at 00:00:08:00 with duration 3 seconds.,"[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Scene 2""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,at 00:00:08:00 with duration 3 seconds' both normative; constraints check count/exists/text only — neither caption start nor duration checked. position_equals + duration_equals available.,,,test,explicit/atomic,feasible/explicit/atomic/test/NLEB-EX-AT-023.yaml,
NLEB-EX-CO-036,time_mention_without_time_constraint;duration_mention_without_duration_constraint;caption_or_title_time_coverage_candidate,Import 'title_bg.mp4' as media. Create a new video track called 'title_track'. Add a clip from the imported media at 0.0s with duration 5.0s. Add a caption 'Welcome' at 0.5s. Add a fade-in effect to the new clip.,"[required] entity_exists({""type"": ""media"", ""where"": {""field"": ""name"", ""value"": ""title_bg.mp4""}}) 
[required] entity_exists({""type"": ""track"", ""where"": {""field"": ""name"", ""value"": ""title_track""}}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] entity_exists({""type"": ""caption"", ""where"": {""field"": ""text"", ""value"": ""Welcome""}}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""fade_in""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"clip at 0.0s duration 5.0s' + 'caption Welcome at 0.5s': no position_equals/duration_equals on clip; caption checked by text only, not 0.5s position. Three unchecked aspects.",,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-036.yaml,
NLEB-EX-CO-039,time_mention_without_time_constraint;duration_mention_without_duration_constraint;caption_or_title_time_coverage_candidate,"Remove the transition between vc_1 and vc_2 and add a wipe transition with duration 1.5s between them. / Set vc_2 rotation to 12 degrees, add a contrast effect to vc_1, and add a caption 'Opening' at 0s.","[required] has_transition({""between"": [""vc_1"", ""vc_2""], ""type"": ""wipe""}) 
[required] attribute_equals({""entity"": ""vc_2"", ""field"": ""transform.rotation"", ""value"": 12.0}) 
[required] has_effect({""entity"": ""vc_1"", ""effect_type"": ""contrast""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Opening""}) 
[required] unchanged_except({""changed"": [""vc_1"", ""vc_2"", ""$new_caption_1""]})","V1: vc_1(0-5s), vc_2(5-10s) | A1: ac_1(0-5s), ac_2(5-10s)",CONFIRMED_GAP,"wipe transition with duration 1.5s' — has_transition checks type only; 'caption Opening at 0s' — text checked, 0s position not (position_equals available). Both gaps.",,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-039.yaml,
NLEB-ST-CO-034,time_mention_without_time_constraint;duration_mention_without_duration_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Intro' at the start of the first video clip and set it to 2 seconds long. / Add a caption 'Outro' at the start of the last video clip and set it to 2 seconds long.,"[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] entity_exists({""entity"": ""$new_caption_2""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Intro""}) 
[required] attribute_equals({""entity"": ""$new_caption_2"", ""field"": ""text"", ""value"": ""Outro""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"at the start of the first/last clip' and 'set it to 2 seconds long' both normative, fixture-derivable (vc1 start 0, vc3 start 15); no position_equals/duration_equals on either caption, only existence+text.",,,test,state/compound,feasible/state/compound/test/NLEB-ST-CO-034.yaml,
NLEB-CX-CU-027,time_mention_without_time_constraint;spatial_position_without_position_constraint,Intro: rotation 3 degrees. / Add a lower-third 'Day One' at 2s. Keep the rotation. / Outro: speed 0.85x. Preserve everything.,"[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.rotation"", ""value"": 3.0}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""speed"", ""value"": 0.85}) 
[required] unchanged_except({""changed"": [""video_clip_1"", ""$new_caption_1"", ""video_clip_3""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"lower-third Day One at 2s': only entity_exists($new_caption_1); no position_equals(2s) (gap). 'Lower-third' is a caption genre term, descriptive; time flag alone confirms gap.",,,test,context/cumulative,feasible/context/cumulative/test/NLEB-CX-CU-027.yaml,
NLEB-EX-CU-021,time_mention_without_time_constraint;spatial_position_without_position_constraint,Import 'logo.png' as media. / Add it as a clip at 0s on the top video track. / Scale it to 0.25 for a watermark. Keep the import and placement.,"[required] entity_exists({""entity"": ""$new_media_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""transform.scale_x"", ""value"": 0.25}) 
[required] unchanged_except({""changed"": [""$new_media_1"", ""$new_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,at 0s on the top video track' + 'Keep the...placement' normative; no position_equals for 0s and no track-membership check. Only existence + scale checked.,,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-021.yaml,
NLEB-CX-AT-038,time_mention_without_time_constraint;spatial_position_without_position_constraint;caption_or_title_time_coverage_candidate,Outro: opacity 0.9. / Add lower-third text 'Thanks for watching' at 20s.,"[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""transform.opacity"", ""value"": 0.9}) 
[required] entity_exists({""entity"": ""$new_caption_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"lower-third text ... at 20s': no position_equals for 20s, no spatial (lower-third) check, and caption text value itself unchecked — only entity_exists($new_caption_1). Opacity 0.9 covered.",,,test,context/atomic,feasible/context/atomic/test/NLEB-CX-AT-038.yaml,
